id;customer;createdAt;totalAmount;status;salesChannel
MOCK_ORD_11279;CUST_3616;27/05/2025 04:25;54,1;DISPATCHED;Telefone
MOCK_ORD_11280;CUST_4704;29/07/2024 03:25;236,33;CONCLUDED;Telefone
MOCK_ORD_11281;CUST_9978;10/07/2025 13:35;170,32;CANCELED;iFood
MOCK_ORD_11282;CUST_8298;06/07/2025 10:30;172,09;CONCLUDED;iFood
MOCK_ORD_11283;CUST_1333;19/08/2024 07:27;312,35;CONCLUDED;WhatsApp
MOCK_ORD_11284;CUST_3493;12/09/2025 13:14;340,05;CONCLUDED;App Proprio
MOCK_ORD_11285;CUST_2490;30/09/2024 19:02;288,97;CONCLUDED;Telefone
MOCK_ORD_11286;CUST_1441;17/03/2024 14:32;86,36;CONCLUDED;App Proprio
MOCK_ORD_11287;CUST_5658;28/09/2024 14:32;230,87;DISPATCHED;Website
MOCK_ORD_11288;CUST_6639;15/02/2025 08:55;53,76;CONCLUDED;WhatsApp
MOCK_ORD_11289;CUST_6133;08/02/2025 21:43;143,93;CANCELED;WhatsApp
MOCK_ORD_11290;CUST_9667;30/11/2023 18:03;108,59;CONCLUDED;Telefone
MOCK_ORD_11291;CUST_9134;02/12/2023 10:02;223,79;CONCLUDED;WhatsApp
MOCK_ORD_11292;CUST_6262;15/01/2024 23:24;55,73;CONCLUDED;WhatsApp
MOCK_ORD_11293;CUST_8820;22/11/2023 10:37;176,24;DISPATCHED;WhatsApp
MOCK_ORD_11294;CUST_6033;23/08/2024 14:01;228,34;CONCLUDED;Telefone
MOCK_ORD_11295;CUST_8233;29/07/2025 22:54;265,77;CONCLUDED;Telefone
MOCK_ORD_11296;CUST_8214;12/01/2024 01:27;195,86;CANCELED;Website
MOCK_ORD_11297;CUST_9222;22/09/2024 20:16;308,67;DISPATCHED;App Proprio
MOCK_ORD_11298;CUST_3629;14/07/2025 14:11;71,93;CONCLUDED;App Proprio
MOCK_ORD_11299;CUST_4733;08/12/2024 06:36;113,26;CANCELED;iFood
MOCK_ORD_11300;CUST_7582;13/12/2023 20:11;127,63;CONCLUDED;WhatsApp
MOCK_ORD_11301;CUST_2513;14/10/2024 11:03;189,6;CONCLUDED;Website
MOCK_ORD_11302;CUST_3773;22/04/2025 10:47;145,55;CONCLUDED;Website
MOCK_ORD_11303;CUST_3777;14/08/2024 11:59;323,13;CONCLUDED;Website
MOCK_ORD_11304;CUST_2507;16/11/2024 07:01;133,89;CONCLUDED;App Proprio
MOCK_ORD_11305;CUST_2138;15/08/2024 03:21;270,74;CONCLUDED;Website
MOCK_ORD_11306;CUST_8161;25/11/2023 12:34;82,28;DISPATCHED;Telefone
MOCK_ORD_11307;CUST_6057;10/01/2025 09:16;281,32;CONCLUDED;WhatsApp
MOCK_ORD_11308;CUST_1374;25/11/2024 17:41;34,45;CONCLUDED;iFood
MOCK_ORD_11309;CUST_7022;25/06/2024 16:40;263,36;DISPATCHED;iFood
MOCK_ORD_11310;CUST_4395;06/10/2025 07:37;232,4;CONCLUDED;WhatsApp
MOCK_ORD_11311;CUST_9128;13/04/2025 03:28;315,66;CONCLUDED;App Proprio
MOCK_ORD_11312;CUST_5431;27/05/2024 15:08;127,09;DISPATCHED;Telefone
MOCK_ORD_11313;CUST_7758;18/06/2025 12:02;132,95;CONCLUDED;iFood
MOCK_ORD_11314;CUST_4395;19/12/2024 00:38;178,14;CONCLUDED;App Proprio
MOCK_ORD_11315;CUST_9356;20/11/2023 07:26;334,86;CONCLUDED;iFood
MOCK_ORD_11316;CUST_6558;24/06/2025 12:54;236,41;CONCLUDED;Website
MOCK_ORD_11317;CUST_6228;13/11/2023 02:54;282,79;CONCLUDED;Telefone
MOCK_ORD_11318;CUST_2496;30/08/2025 11:19;83,03;CANCELED;WhatsApp
MOCK_ORD_11319;CUST_9620;08/06/2024 20:50;227,97;DISPATCHED;Telefone
MOCK_ORD_11320;CUST_5419;13/10/2025 12:18;161,97;CONCLUDED;App Proprio
MOCK_ORD_11321;CUST_2114;18/10/2024 05:39;121,24;CANCELED;App Proprio
MOCK_ORD_11322;CUST_9034;03/10/2024 20:15;333,07;CONCLUDED;Telefone
MOCK_ORD_11323;CUST_9115;05/12/2024 01:25;322,18;CONCLUDED;iFood
MOCK_ORD_11324;CUST_6316;10/07/2025 21:17;271,17;DISPATCHED;WhatsApp
MOCK_ORD_11325;CUST_4066;17/10/2024 04:10;50,83;DISPATCHED;App Proprio
MOCK_ORD_11326;CUST_9965;08/08/2025 18:15;243,18;CONCLUDED;iFood
MOCK_ORD_11327;CUST_7836;08/06/2024 23:17;108,32;CONCLUDED;WhatsApp
MOCK_ORD_11328;CUST_6228;22/05/2025 21:43;193,17;CONCLUDED;Website
MOCK_ORD_11329;CUST_9067;11/12/2023 14:43;168,99;CONCLUDED;Telefone
MOCK_ORD_11330;CUST_2798;13/12/2024 13:18;49,78;CONCLUDED;iFood
MOCK_ORD_11331;CUST_6638;17/06/2025 05:51;21,67;CONCLUDED;Website
MOCK_ORD_11332;CUST_6252;06/10/2025 06:50;112,0;CONCLUDED;App Proprio
MOCK_ORD_11333;CUST_4921;25/06/2025 11:40;93,1;CONCLUDED;Website
MOCK_ORD_11334;CUST_1349;17/11/2023 08:50;207,62;CONCLUDED;Website
MOCK_ORD_11335;CUST_4733;28/01/2025 17:48;291,4;CANCELED;Website
MOCK_ORD_11336;CUST_5256;18/05/2024 06:03;343,06;DISPATCHED;App Proprio
MOCK_ORD_11337;CUST_4026;09/02/2024 19:40;88,58;CONCLUDED;WhatsApp
MOCK_ORD_11338;CUST_6221;28/06/2025 15:36;200,22;CONCLUDED;App Proprio
MOCK_ORD_11339;CUST_2317;10/12/2023 11:50;301,8;DISPATCHED;App Proprio
MOCK_ORD_11340;CUST_6757;06/05/2024 04:23;113,24;DISPATCHED;App Proprio
MOCK_ORD_11341;CUST_9590;22/11/2024 01:52;251,13;CONCLUDED;WhatsApp
MOCK_ORD_11342;CUST_2369;14/02/2025 13:29;325,99;CANCELED;WhatsApp
MOCK_ORD_11343;CUST_6406;14/05/2025 23:49;250,82;CONCLUDED;iFood
MOCK_ORD_11344;CUST_4314;12/12/2024 19:51;152,6;CONCLUDED;Website
MOCK_ORD_11345;CUST_5230;20/03/2025 17:15;320,17;CONCLUDED;WhatsApp
MOCK_ORD_11346;CUST_3013;31/05/2025 07:09;185,92;CONCLUDED;WhatsApp
MOCK_ORD_11347;CUST_1545;18/04/2025 14:00;251,98;CONCLUDED;iFood
MOCK_ORD_11348;CUST_3471;01/01/2024 14:57;179,21;CONCLUDED;Website
MOCK_ORD_11349;CUST_4199;21/11/2024 06:01;20,51;CONCLUDED;Telefone
MOCK_ORD_11350;CUST_1516;20/03/2025 18:15;61,74;CANCELED;iFood
MOCK_ORD_11351;CUST_5807;09/02/2024 14:38;262,91;DISPATCHED;iFood
MOCK_ORD_11352;CUST_1311;07/12/2024 12:07;236,32;CONCLUDED;iFood
MOCK_ORD_11353;CUST_8989;28/04/2025 18:21;164,59;CONCLUDED;App Proprio
MOCK_ORD_11354;CUST_5256;05/07/2025 03:14;323,7;CONCLUDED;Website
MOCK_ORD_11355;CUST_9544;31/05/2025 21:59;329,35;CANCELED;Telefone
MOCK_ORD_11356;CUST_4674;03/01/2025 15:36;253,83;CANCELED;iFood
MOCK_ORD_11357;CUST_6033;15/12/2024 12:49;88,51;CANCELED;Website
MOCK_ORD_11358;CUST_8284;06/06/2024 22:39;199,73;CANCELED;WhatsApp
MOCK_ORD_11359;CUST_4430;15/01/2025 02:42;258,05;CONCLUDED;App Proprio
MOCK_ORD_11360;CUST_9134;14/08/2025 19:47;333,41;DISPATCHED;App Proprio
MOCK_ORD_11361;CUST_8585;05/04/2024 09:23;24,8;CONCLUDED;iFood
MOCK_ORD_11362;CUST_9396;02/06/2024 23:22;78,92;DISPATCHED;iFood
MOCK_ORD_11363;CUST_7434;21/01/2024 02:27;135,94;CONCLUDED;Telefone
MOCK_ORD_11364;CUST_7582;14/08/2025 01:04;245,52;DISPATCHED;iFood
MOCK_ORD_11365;CUST_6900;02/05/2024 10:57;205,21;CONCLUDED;Telefone
MOCK_ORD_11366;CUST_8516;14/07/2024 23:59;303,67;DISPATCHED;WhatsApp
MOCK_ORD_11367;CUST_1346;13/08/2024 21:42;250,09;CONCLUDED;iFood
MOCK_ORD_11368;CUST_7434;24/03/2025 20:38;260,97;CONCLUDED;Website
MOCK_ORD_11369;CUST_2480;22/09/2024 01:19;45,05;CANCELED;Website
MOCK_ORD_11370;CUST_8172;24/01/2024 19:03;80,64;CONCLUDED;Telefone
MOCK_ORD_11371;CUST_9653;15/11/2024 03:15;254,59;CONCLUDED;App Proprio
MOCK_ORD_11372;CUST_1442;24/02/2025 13:23;313,57;CONCLUDED;WhatsApp
MOCK_ORD_11373;CUST_8585;03/01/2025 23:56;179,3;CONCLUDED;App Proprio
MOCK_ORD_11374;CUST_7515;02/06/2025 12:15;170,45;DISPATCHED;App Proprio
MOCK_ORD_11375;CUST_6133;13/08/2025 09:38;72,15;CONCLUDED;Telefone
MOCK_ORD_11376;CUST_8365;02/11/2024 15:59;87,37;CONCLUDED;Website
MOCK_ORD_11377;CUST_6316;07/08/2024 16:20;68,62;CONCLUDED;Telefone
MOCK_ORD_11378;CUST_4199;28/07/2025 05:48;319,28;CONCLUDED;Telefone
MOCK_ORD_11379;CUST_1877;25/06/2024 12:05;248,64;CONCLUDED;WhatsApp
MOCK_ORD_11380;CUST_6855;12/02/2025 20:31;183,7;CANCELED;App Proprio
MOCK_ORD_11381;CUST_6965;23/07/2024 15:27;118,4;CONCLUDED;App Proprio
MOCK_ORD_11382;CUST_8079;01/03/2025 10:19;69,51;DISPATCHED;Telefone
MOCK_ORD_11383;CUST_4568;22/01/2025 00:47;328,61;CONCLUDED;iFood
MOCK_ORD_11384;CUST_7758;25/06/2024 00:51;140,65;CONCLUDED;App Proprio
MOCK_ORD_11385;CUST_2106;14/10/2024 15:39;175,05;CONCLUDED;Telefone
MOCK_ORD_11386;CUST_2959;26/06/2024 12:04;172,56;CANCELED;Website
MOCK_ORD_11387;CUST_6847;18/05/2024 13:29;291,6;CANCELED;Website
MOCK_ORD_11388;CUST_1346;22/12/2024 07:06;224,56;CANCELED;WhatsApp
MOCK_ORD_11389;CUST_3773;06/02/2024 01:12;82,66;DISPATCHED;iFood
MOCK_ORD_11390;CUST_7158;29/08/2025 13:59;245,78;CONCLUDED;Website
MOCK_ORD_11391;CUST_2502;05/03/2024 01:56;278,09;CANCELED;Telefone
MOCK_ORD_11392;CUST_8284;09/04/2025 04:23;232,1;CONCLUDED;App Proprio
MOCK_ORD_11393;CUST_2067;16/07/2025 16:10;340,9;DISPATCHED;Telefone
MOCK_ORD_11394;CUST_5493;09/11/2024 10:22;115,89;CONCLUDED;Website
MOCK_ORD_11395;CUST_4395;28/12/2023 02:50;165,83;DISPATCHED;iFood
MOCK_ORD_11396;CUST_6639;19/09/2025 04:10;284,44;CONCLUDED;Website
MOCK_ORD_11397;CUST_7949;22/01/2025 23:46;80,27;CONCLUDED;App Proprio
MOCK_ORD_11398;CUST_5595;04/04/2024 04:02;36,05;DISPATCHED;iFood
MOCK_ORD_11399;CUST_4598;24/11/2024 16:58;214,51;CONCLUDED;Telefone
MOCK_ORD_11400;CUST_3919;18/03/2025 04:19;106,57;CONCLUDED;Website
MOCK_ORD_11401;CUST_4663;17/10/2025 09:05;325,44;CONCLUDED;App Proprio
MOCK_ORD_11402;CUST_9624;20/12/2023 19:45;290,62;CANCELED;App Proprio
MOCK_ORD_11403;CUST_1311;04/10/2024 04:20;137,11;CONCLUDED;Website
MOCK_ORD_11404;CUST_7204;06/12/2023 23:12;150,47;CONCLUDED;Website
MOCK_ORD_11405;CUST_1349;17/06/2024 09:51;320,59;CONCLUDED;Telefone
MOCK_ORD_11406;CUST_3798;26/12/2023 05:50;305,66;CONCLUDED;iFood
MOCK_ORD_11407;CUST_9590;01/04/2024 08:36;230,7;CONCLUDED;Website
MOCK_ORD_11408;CUST_4257;26/04/2025 09:43;314,66;CANCELED;Website
MOCK_ORD_11409;CUST_2706;05/10/2024 07:47;304,24;CONCLUDED;WhatsApp
MOCK_ORD_11410;CUST_1441;02/09/2025 03:27;313,35;CONCLUDED;WhatsApp
MOCK_ORD_11411;CUST_1504;26/06/2025 13:43;39,64;CONCLUDED;iFood
MOCK_ORD_11412;CUST_7340;14/11/2024 05:53;71,72;CONCLUDED;Website
MOCK_ORD_11413;CUST_1259;17/09/2025 02:15;195,3;CANCELED;Website
MOCK_ORD_11414;CUST_8028;25/07/2024 10:08;48,48;DISPATCHED;Telefone
MOCK_ORD_11415;CUST_5938;17/02/2025 12:01;289,0;CONCLUDED;iFood
MOCK_ORD_11416;CUST_3919;20/06/2024 06:06;87,4;CONCLUDED;App Proprio
MOCK_ORD_11417;CUST_6706;14/09/2025 21:52;117,39;CONCLUDED;Website
MOCK_ORD_11418;CUST_6149;13/04/2024 01:05;259,13;CONCLUDED;iFood
MOCK_ORD_11419;CUST_4576;04/02/2024 22:11;311,86;CANCELED;iFood
MOCK_ORD_11420;CUST_6415;02/11/2023 19:25;29,1;CONCLUDED;iFood
MOCK_ORD_11421;CUST_4129;31/01/2024 17:38;123,98;CONCLUDED;Website
MOCK_ORD_11422;CUST_1211;13/12/2023 02:02;305,9;CANCELED;Telefone
MOCK_ORD_11423;CUST_6847;24/05/2024 06:10;79,1;CONCLUDED;WhatsApp
MOCK_ORD_11424;CUST_5493;10/11/2023 07:25;159,6;CONCLUDED;Website
MOCK_ORD_11425;CUST_2798;16/12/2024 09:15;314,08;CONCLUDED;App Proprio
MOCK_ORD_11426;CUST_4838;08/03/2024 02:46;141,6;CONCLUDED;App Proprio
MOCK_ORD_11427;CUST_1374;25/01/2024 23:16;199,1;CANCELED;Website
MOCK_ORD_11428;CUST_1857;11/05/2024 05:12;123,29;CONCLUDED;iFood
MOCK_ORD_11429;CUST_9285;18/12/2023 18:49;187,14;CONCLUDED;WhatsApp
MOCK_ORD_11430;CUST_7630;02/01/2025 22:23;222,3;CANCELED;iFood
MOCK_ORD_11431;CUST_5090;01/09/2025 07:18;165,6;CONCLUDED;Website
MOCK_ORD_11432;CUST_2530;21/12/2023 01:44;59,5;CANCELED;Website
MOCK_ORD_11433;CUST_5090;28/09/2024 12:43;18,98;CONCLUDED;App Proprio
MOCK_ORD_11434;CUST_2106;11/10/2024 22:46;328,96;CONCLUDED;iFood
MOCK_ORD_11435;CUST_3522;01/01/2025 13:50;75,47;CANCELED;App Proprio
MOCK_ORD_11436;CUST_9624;29/06/2024 08:41;226,39;CONCLUDED;iFood
MOCK_ORD_11437;CUST_1857;17/04/2025 07:40;214,98;DISPATCHED;WhatsApp
MOCK_ORD_11438;CUST_1957;21/02/2025 21:36;304,66;DISPATCHED;iFood
MOCK_ORD_11439;CUST_6997;21/07/2024 01:21;38,04;CONCLUDED;Website
MOCK_ORD_11440;CUST_5090;25/09/2025 14:44;84,53;CANCELED;iFood
MOCK_ORD_11441;CUST_7962;23/12/2024 18:40;58,22;CONCLUDED;Website
MOCK_ORD_11442;CUST_8960;25/09/2024 16:31;287,0;CANCELED;iFood
MOCK_ORD_11443;CUST_8584;03/06/2024 07:21;258,24;CONCLUDED;App Proprio
MOCK_ORD_11444;CUST_4655;11/04/2025 09:22;348,16;CANCELED;WhatsApp
MOCK_ORD_11445;CUST_3389;21/05/2025 03:34;135,01;DISPATCHED;Website
MOCK_ORD_11446;CUST_6149;19/08/2025 08:36;41,6;DISPATCHED;Website
MOCK_ORD_11447;CUST_3798;23/07/2025 04:13;240,52;CONCLUDED;Telefone
MOCK_ORD_11448;CUST_8125;11/02/2024 06:02;53,14;DISPATCHED;App Proprio
MOCK_ORD_11449;CUST_8357;03/06/2025 08:46;275,98;CONCLUDED;Website
MOCK_ORD_11450;CUST_7444;24/12/2023 01:55;177,04;CONCLUDED;App Proprio
MOCK_ORD_11451;CUST_4910;28/05/2025 02:09;264,15;CONCLUDED;Website
MOCK_ORD_11452;CUST_1346;12/08/2024 23:39;129,33;CONCLUDED;WhatsApp
MOCK_ORD_11453;CUST_4733;10/02/2024 07:47;321,87;DISPATCHED;Telefone
MOCK_ORD_11454;CUST_7308;13/02/2024 12:11;23,51;CONCLUDED;Telefone
MOCK_ORD_11455;CUST_4733;12/10/2025 21:17;142,31;CONCLUDED;WhatsApp
MOCK_ORD_11456;CUST_2999;02/05/2025 17:10;263,54;CONCLUDED;iFood
MOCK_ORD_11457;CUST_6406;29/04/2024 13:04;137,33;CONCLUDED;WhatsApp
MOCK_ORD_11458;CUST_9225;14/02/2024 20:30;285,95;CONCLUDED;iFood
MOCK_ORD_11459;CUST_7894;07/05/2025 17:09;261,33;CONCLUDED;Telefone
MOCK_ORD_11460;CUST_6809;18/12/2024 22:11;155,53;DISPATCHED;App Proprio
MOCK_ORD_11461;CUST_8838;19/08/2025 03:15;165,43;CONCLUDED;App Proprio
MOCK_ORD_11462;CUST_1259;27/11/2023 10:45;296,33;CONCLUDED;iFood
MOCK_ORD_11463;CUST_8742;12/10/2025 09:48;282,73;DISPATCHED;Website
MOCK_ORD_11464;CUST_9225;09/11/2024 20:39;321,68;CONCLUDED;App Proprio
MOCK_ORD_11465;CUST_2449;30/01/2025 03:13;199,02;CONCLUDED;iFood
MOCK_ORD_11466;CUST_7157;24/03/2024 04:18;319,11;CANCELED;App Proprio
MOCK_ORD_11467;CUST_4945;29/08/2025 20:49;322,54;CONCLUDED;Telefone
MOCK_ORD_11468;CUST_6989;28/02/2025 07:52;231,96;CANCELED;App Proprio
MOCK_ORD_11469;CUST_4387;20/05/2025 08:28;128,2;CONCLUDED;App Proprio
MOCK_ORD_11470;CUST_2197;21/06/2025 00:59;293,11;CONCLUDED;WhatsApp
MOCK_ORD_11471;CUST_7519;10/08/2025 04:16;116,18;CANCELED;WhatsApp
MOCK_ORD_11472;CUST_4387;28/11/2023 19:25;143,65;DISPATCHED;Telefone
MOCK_ORD_11473;CUST_6757;08/05/2024 00:06;44,51;CONCLUDED;App Proprio
MOCK_ORD_11474;CUST_8161;01/05/2024 05:18;291,44;CONCLUDED;App Proprio
MOCK_ORD_11475;CUST_8623;16/10/2025 18:58;159,47;CONCLUDED;Website
MOCK_ORD_11476;CUST_9403;27/09/2024 01:12;210,3;DISPATCHED;Website
MOCK_ORD_11477;CUST_3076;12/03/2025 05:21;129,36;CANCELED;Website
MOCK_ORD_11478;CUST_9340;01/10/2025 13:23;123,94;DISPATCHED;Telefone
MOCK_ORD_11479;CUST_4371;03/05/2025 22:57;170,97;CONCLUDED;App Proprio
MOCK_ORD_11480;CUST_7685;01/01/2025 08:50;89,21;CANCELED;Website
MOCK_ORD_11481;CUST_4026;27/03/2025 00:45;109,26;CONCLUDED;WhatsApp
MOCK_ORD_11482;CUST_2114;16/12/2024 06:19;175,58;CONCLUDED;WhatsApp
MOCK_ORD_11483;CUST_5847;27/03/2025 20:38;121,79;CONCLUDED;iFood
MOCK_ORD_11484;CUST_1374;30/06/2024 02:10;180,75;CONCLUDED;App Proprio
MOCK_ORD_11485;CUST_9285;10/11/2024 09:07;163,16;CONCLUDED;Telefone
MOCK_ORD_11486;CUST_1320;23/02/2024 20:26;223,97;CONCLUDED;iFood
MOCK_ORD_11487;CUST_6316;22/12/2023 12:50;232,7;CONCLUDED;App Proprio
MOCK_ORD_11488;CUST_1333;17/09/2025 10:14;289,81;CONCLUDED;App Proprio
MOCK_ORD_11489;CUST_5647;29/11/2024 19:41;223,76;CONCLUDED;Telefone
MOCK_ORD_11490;CUST_4259;01/09/2024 19:17;287,62;CONCLUDED;Website
MOCK_ORD_11491;CUST_5777;18/12/2023 10:47;142,52;DISPATCHED;App Proprio
MOCK_ORD_11492;CUST_8461;30/10/2024 05:28;264,65;CONCLUDED;WhatsApp
MOCK_ORD_11493;CUST_8674;11/01/2025 05:45;278,2;CANCELED;WhatsApp
MOCK_ORD_11494;CUST_9355;20/03/2024 11:35;33,62;CANCELED;iFood
MOCK_ORD_11495;CUST_6159;07/06/2024 07:38;332,28;DISPATCHED;Website
MOCK_ORD_11496;CUST_9356;19/04/2024 02:26;340,58;CANCELED;App Proprio
MOCK_ORD_11497;CUST_7836;02/07/2025 04:51;59,33;CONCLUDED;iFood
MOCK_ORD_11498;CUST_3368;31/12/2023 06:57;307,05;CONCLUDED;Website
MOCK_ORD_11499;CUST_8989;06/07/2024 00:45;203,29;CONCLUDED;Telefone
MOCK_ORD_11500;CUST_9221;06/12/2023 09:09;254,81;CONCLUDED;Website
MOCK_ORD_11501;CUST_6965;11/08/2025 15:52;126,26;CONCLUDED;WhatsApp
MOCK_ORD_11502;CUST_2798;19/01/2025 17:23;347,74;DISPATCHED;WhatsApp
MOCK_ORD_11503;CUST_4683;10/01/2025 17:06;243,98;CONCLUDED;Website
MOCK_ORD_11504;CUST_9590;01/11/2024 21:19;280,53;DISPATCHED;Website
MOCK_ORD_11505;CUST_6757;23/10/2025 00:25;104,86;CANCELED;Website
MOCK_ORD_11506;CUST_2106;17/07/2025 23:25;274,25;CONCLUDED;Telefone
MOCK_ORD_11507;CUST_4257;04/05/2024 23:08;215,96;CONCLUDED;App Proprio
MOCK_ORD_11508;CUST_4674;05/12/2023 09:45;316,24;CONCLUDED;Website
MOCK_ORD_11509;CUST_4314;17/07/2025 20:13;55,02;CONCLUDED;Website
MOCK_ORD_11510;CUST_2726;16/04/2025 18:00;259,43;DISPATCHED;WhatsApp
MOCK_ORD_11511;CUST_4991;03/03/2024 15:56;114,46;CONCLUDED;Telefone
MOCK_ORD_11512;CUST_1087;12/12/2024 22:25;139,61;CONCLUDED;WhatsApp
MOCK_ORD_11513;CUST_1545;23/03/2025 17:53;260,58;CONCLUDED;WhatsApp
MOCK_ORD_11514;CUST_7515;17/02/2025 05:43;350,1;CONCLUDED;Website
MOCK_ORD_11515;CUST_5828;09/09/2024 19:31;122,95;CONCLUDED;iFood
MOCK_ORD_11516;CUST_8095;13/02/2024 10:23;85,63;CONCLUDED;WhatsApp
MOCK_ORD_11517;CUST_1760;12/07/2025 18:18;346,85;CONCLUDED;iFood
MOCK_ORD_11518;CUST_3493;09/03/2024 12:26;257,22;CONCLUDED;iFood
MOCK_ORD_11519;CUST_4959;18/12/2023 18:34;74,23;CONCLUDED;Website
MOCK_ORD_11520;CUST_4844;23/08/2025 00:08;166,59;CANCELED;Website
MOCK_ORD_11521;CUST_1047;31/07/2024 00:26;226,32;CONCLUDED;Telefone
MOCK_ORD_11522;CUST_7006;29/09/2025 18:39;84,79;CONCLUDED;Telefone
MOCK_ORD_11523;CUST_3389;04/09/2025 06:38;276,06;DISPATCHED;App Proprio
MOCK_ORD_11524;CUST_4053;12/01/2024 02:02;138,45;DISPATCHED;WhatsApp
MOCK_ORD_11525;CUST_3798;29/09/2024 22:47;33,47;DISPATCHED;Telefone
MOCK_ORD_11526;CUST_6853;18/01/2025 00:24;184,33;CONCLUDED;WhatsApp
MOCK_ORD_11527;CUST_3524;23/12/2024 14:09;185,24;CONCLUDED;Telefone
MOCK_ORD_11528;CUST_8867;01/10/2024 05:48;36,37;DISPATCHED;App Proprio
MOCK_ORD_11529;CUST_5185;09/06/2024 18:43;243,02;CONCLUDED;App Proprio
MOCK_ORD_11530;CUST_1548;31/10/2025 13:14;221,03;CONCLUDED;App Proprio
MOCK_ORD_11531;CUST_2980;22/05/2025 03:05;124,93;CONCLUDED;iFood
MOCK_ORD_11532;CUST_6573;06/04/2024 13:31;75,11;CONCLUDED;WhatsApp
MOCK_ORD_11533;CUST_4149;30/01/2025 22:32;103,41;DISPATCHED;iFood
MOCK_ORD_11534;CUST_2682;13/01/2025 01:09;247,98;DISPATCHED;App Proprio
MOCK_ORD_11535;CUST_3522;02/01/2024 04:33;298,44;DISPATCHED;App Proprio
MOCK_ORD_11536;CUST_8627;05/03/2025 15:53;84,21;CANCELED;WhatsApp
MOCK_ORD_11537;CUST_3456;04/05/2025 16:02;238,57;CONCLUDED;Telefone
MOCK_ORD_11538;CUST_7182;27/07/2024 19:39;349,56;CONCLUDED;Telefone
MOCK_ORD_11539;CUST_9403;03/04/2024 13:00;280,27;CANCELED;App Proprio
MOCK_ORD_11540;CUST_8838;27/09/2025 11:00;293,0;CONCLUDED;Website
MOCK_ORD_11541;CUST_3871;08/09/2024 11:01;346,5;CONCLUDED;iFood
MOCK_ORD_11542;CUST_3697;25/06/2025 11:35;350,33;CANCELED;WhatsApp
MOCK_ORD_11543;CUST_5655;03/03/2024 05:12;103,99;CANCELED;App Proprio
MOCK_ORD_11544;CUST_8172;19/03/2024 11:32;321,43;CONCLUDED;Website
MOCK_ORD_11545;CUST_7736;18/01/2025 00:45;283,91;DISPATCHED;Telefone
MOCK_ORD_11546;CUST_6149;13/11/2024 13:31;335,56;CONCLUDED;WhatsApp
MOCK_ORD_11547;CUST_8239;14/12/2023 19:25;64,21;CONCLUDED;Telefone
MOCK_ORD_11548;CUST_4877;03/01/2025 01:19;165,45;CONCLUDED;Telefone
MOCK_ORD_11549;CUST_6558;02/01/2025 21:20;162,35;CANCELED;App Proprio
MOCK_ORD_11550;CUST_8293;27/12/2023 22:08;19,26;CANCELED;App Proprio
MOCK_ORD_11551;CUST_7308;09/12/2024 13:00;302,44;CONCLUDED;iFood
MOCK_ORD_11552;CUST_9901;16/01/2025 19:53;266,32;CONCLUDED;Telefone
MOCK_ORD_11553;CUST_9340;18/01/2024 01:50;208,98;CONCLUDED;WhatsApp
MOCK_ORD_11554;CUST_3493;06/10/2024 18:10;293,97;DISPATCHED;WhatsApp
MOCK_ORD_11555;CUST_4587;08/10/2025 09:59;74,13;DISPATCHED;WhatsApp
MOCK_ORD_11556;CUST_1259;14/03/2024 11:51;294,38;CANCELED;WhatsApp
MOCK_ORD_11557;CUST_1333;17/04/2024 09:42;177,13;CONCLUDED;WhatsApp
MOCK_ORD_11558;CUST_4931;17/10/2024 05:41;336,08;CONCLUDED;Telefone
MOCK_ORD_11559;CUST_6989;19/03/2025 16:49;84,58;DISPATCHED;WhatsApp
MOCK_ORD_11560;CUST_1037;12/03/2024 10:53;316,64;DISPATCHED;WhatsApp
MOCK_ORD_11561;CUST_2627;17/02/2024 06:34;97,13;CONCLUDED;WhatsApp
MOCK_ORD_11562;CUST_8627;16/09/2024 17:40;120,82;DISPATCHED;iFood
MOCK_ORD_11563;CUST_9146;24/03/2025 01:02;103,69;CONCLUDED;WhatsApp
MOCK_ORD_11564;CUST_1760;04/05/2025 20:07;204,38;CONCLUDED;Telefone
MOCK_ORD_11565;CUST_6015;18/05/2024 23:29;156,5;CANCELED;WhatsApp
MOCK_ORD_11566;CUST_3737;12/11/2023 00:00;348,83;CANCELED;Telefone
MOCK_ORD_11567;CUST_9978;05/05/2025 18:33;267,75;DISPATCHED;WhatsApp
MOCK_ORD_11568;CUST_2694;23/05/2025 09:37;178,75;DISPATCHED;iFood
MOCK_ORD_11569;CUST_8820;12/08/2024 12:28;330,47;DISPATCHED;WhatsApp
MOCK_ORD_11570;CUST_5588;19/03/2024 02:53;44,37;CONCLUDED;App Proprio
MOCK_ORD_11571;CUST_8551;11/09/2024 01:30;263,7;CONCLUDED;App Proprio
MOCK_ORD_11572;CUST_9653;30/05/2024 07:46;276,96;CONCLUDED;iFood
MOCK_ORD_11573;CUST_5658;11/01/2024 08:37;265,8;CANCELED;Website
MOCK_ORD_11574;CUST_4430;27/06/2025 07:10;96,21;CONCLUDED;Website
MOCK_ORD_11575;CUST_7736;16/08/2024 17:43;305,34;CONCLUDED;App Proprio
MOCK_ORD_11576;CUST_4704;25/08/2025 12:59;200,89;CANCELED;WhatsApp
MOCK_ORD_11577;CUST_8611;28/08/2025 06:02;50,46;CONCLUDED;iFood
